boletim_id,bidding_id,edital,data_abertura,valor_estimado,cidade,estado,descricao
 
 12 - MÉDICO SAÚDE PRISIONAL - GENERALISTA - Consultas e atendimentos diários, mediante agendamento do FMS. 05 vagas UBS diurno 40h/semana - 02 vagas UBS noturno 20h/semana.
 
 13 - MÉDICO  PLANTONISTA - GENERALISTA - até 234 plantões 12h/mês, conforme escala.
 
 14 - MÉDICO  PROCEDIMENTOS ANESTÉSICO - GENERALISTA - até 30 procedimentos por mês, mediante agendamento do FMS.
 
 15 - MÉDICO  PROCEDIMENTOS ANESTÉSICOS - ESPECIALISTA RQE - até 30 procedimentos por mês, mediante agendamento do FMS.
 
 16 - MÉDICO SAÚDE DA MELHOR IDADE - GENERALISTA - Consultas de livre demanda, mediante agendamento do FMS. 1 dia de atendimento/semana. 01 vaga.
 
 17 - MÉDICO  TRANSLADO/REMOÇÃO DE PACIENTE - GENERALISTA - mediante convocação.
 
 18 - MÉDICO  RESPONSÁVEL TÉCNICO - UPA/ /HOSPITAL -GENERALISTA - 20h/semana. 01 vaga.
 
 19 - MÉDICO  DOENÇAS DA PELE  - GENERALISTA Consultas de livre demanda, mediante agendamento do FMS. 1 atendimento/semana. 01 vaga.
 
 "

134543842,18480268,PE/15325/2025,,"R$ 610.664,00",Visconde do Rio Branco,MG,"* Licitação Eletrônica * Contratação de empresa especializada para a prestação de serviços de profissionais de enfermagem enfermeiros e técnicos de enfermagem, para apoio assistencial e operacional nas atividades desenvolvidas na Policlínica Municipal Dr. Laerte Soares de Moura, de forma contínua, conforme necessidades da Secretaria Municipal Saúde. 1 - TÉCNICO DE ENFERMAGEM
 
 2 - ENFERMEIRO
 
 "

134543842,18479830,PE/59/2025,,,Bayeux,PB,"* Licitação eletrônica * REGISTRO DE PREÇO CONSIGNADO EM ATA PARA EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GERENCIAMENTO, ENGENHARIA CLÍNICA NA MODALIDADE RESIDENTE PARA PRESTAÇÃO DOS SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS MÉDICOS HOSPITALARES EMH COM REPOSIÇÃO DE PEÇAS, INSTALADOS NO HOSPITAL E MATERNIDADE JOÃO MARSICANO, UBS, SAÚDE BUCAL, POLICLÍNICA, UPA, PERTENCENTES À SECRETARIA MUNICIPAL DE SAÚDE DE BAYEUX-PB "

134543842,18479309,SM/102/2025,,,Santa Terezinha de Itaipu,PR,"CONTRATAÇÃO DE SERVIÇOS MÉDICOS ESPECIALIZADOS EM NUTROLOGIA PARA A REALIZAÇÃO DE CONSULTAS, PARECERES E ACOMPANHAMENTOS DE PACIENTES DO SISTEMA ÚNICO DE SAÚDE SUS, PRIORITARIAMENTE AQUELES ENCAMINHADOS PARA ACOMPANHAMENTO DE CIRURGIA BARIÁTRICA E DOENÇAS CRÔNICAS RELACIONADAS À NUTRIÇÃO "

134543842,18477101,DL/80/2025,,,Maringá,PR,"Contratação de empresa especializada na prestação de serviços contínuos e sob demanda de medicina e segurança do trabalho, compreendendo a elaboração, implementação e o gerenciamento integral do Programa de Controle Médico de Saúde Ocupacional PCMSO e do Programa de Gerenciamento de Riscos PGR, bem como a realização de toda a rotina de exames ocupacionais clínicos e complementares, em estrita conformidade com as Normas Regulamentadoras aplicáveis, para atender às necessidades do quadro de colaboradores do CISPAR. "

134543842,18480080,PE/78/2025,,"R$ 198.405,97",Medianeira,PR,"* Licitação Eletrônica * REGISTRO DE PREÇOS para contratação de empresa especializada para a prestação de serviços veterinários, abrangendo a realização de procedimentos cirúrgicos de esterilização ovariosalpingoesterectomia e orquiectomia em animais das espécies canina e felina, machos e fêmeas, bem como a execução de outros procedimentos veterinários, conforme condições e exigências estabelecidas neste instrumento. * https://bllcompras.com * ESTERILIZAÇÃO CIRÚRGICA POR ORQUIECTOMIA DE FELINO MACHO TODOS OS TAMANHOS. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA. MÍNIMO 1 UM DIA DE INTERNAMENTO.
 
 ESTERILIZAÇÃO CIRÚRGICA POR OSH OVÁRIOSALPINGOHISTERECTOMIA DE FELINO FÊMEAS TODOS OS TAMANHOS. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA. MÍNIMO 1 UM DIA DE INTERNAMENTO.
 
 PROCEDIMENTO DE CESÁRIA JUNTAMENTE COM OSH OVÁRIOSALPINGOHISTERECTOMIA CÃES E GATOS, PROCEDIMENTO INCLUI: EXAMES DE HEMOGRAMA, PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, ULTRASSONOGRAFIA COM LAUDO, INTERNAMENTO DE 24 HORAS, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTIBIÓTICO, MEDICAÇÃO PÓS-OPERATÓRIA.
 
 EXAMES LABORATORIAIS DE HEMOGRAMA COMPLETO E BIOQUÍMICO UREIA, CREATININA, ALT, AST, ALBUMINA, FOSFATASE ALCALINA, GLICOSE, PROTEINAS TOTAIS E GGT ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 EXAMES LABORATORIAIS DE URINÁLISE ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 EXAME LABORATORIAL DE ESPOROTRICOSE ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 EXAME LABORATORIAL DE CINOMOSE OU PARVOVIROSE ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 EXAME LABORATORIAL DE LEISHMANIOSE ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 ESTERILIZAÇÃO CIRÚRGICA POR OSH OVÁRIOSALPINGOHISTERECTOMIA DE CANINO FÊMEA COM ATÉ 10KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA. MÍNIMO 1 UM DIA DE INTERNAMENTO.
 
 ESTERILIZAÇÃO CIRÚRGICA POR OSH OVÁRIOSALPINGOHISTERECTOMIA DE CANINO FÊMEA DE 20,1 KG A 30KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA. MÍNIMO 1 UM DIA DE INTERNAMENTO.
 
 ESTERILIZAÇÃO CIRÚRGICA POR ORQUIECTOMIA DE CANINO MACHO ATÉ 20,1 KG ATÉ 30KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA.
 
 ESTERILIZAÇÃO CIRÚRGICA POR OSH OVÁRIOSALPINGOHISTERECTOMIA DE CANINO FÊMEA DE 10,1 KG A 20KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA. MÍNIMO 1 UM DIA DE INTERNAMENTO.
 
 ESTERILIZAÇÃO CIRÚRGICA POR OSH OVÁRIOSALPINGOHISTERECTOMIA DE CANINO FÊMEA ACIMA DE 30KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA. MÍNIMO 1 UM DIA DE INTERNAMENTO.
 
 PROCEDIMENTO DE INTERNAMENTO CASTRAÇÃO 24 HORAS DE CÃES E GATOS, COM NO MÍNIMO 2 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTIBIÓTICO.
 
 ESTERILIZAÇÃO CIRÚRGICA POR ORQUIECTOMIA DE CANINO MACHO ACIMA DE 30,1KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA.
 
 ESTERILIZAÇÃO CIRÚRGICA POR ORQUIECTOMIA DE CANINO MACHO ATÉ 10,1 KG ATÉ 20KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA.
 
 TRANSPORTE DO PACIENTE CASTRAÇÃO, DO LOCAL DE ORIGEM ATÉ A CLÍNICA/HOSPITAL VETERINÁRIO.
 
 PROCEDIMENTO DE URGÊNCIA E EMERGÊNCIA PROVENIENTES DE COMPLICAÇÕES DOS PROCEDIMENTOS CIRÚRGICOS REALIZADOS NOS ANIMAIS CASTRADOS INCLUINDO INTERNAMENTO DE 24 HORAS.
 
 ESTERILIZAÇÃO CIRÚRGICA POR ORQUIECTOMIA DE CANINO MACHO ATÉ 10 KG. INCLUSO NO SERVIÇO: CONSULTA PRÉ OPERATÓRIA; EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO; ANESTESIA; MEDICAÇÃO PÓS - CIRÚRGICA.
 
 EXAME DE ULTRASSONOGRAFIA ABDOMINAL CASTRAÇÃO ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 PROCEDIMENTO CIRURGICO DE AMPUTAÇÃO DE MEMBRO PÉLVICO EM CÃES E GATOS. INCLUSO NO SERVIÇO: INTERNAMENTO DE 24 HORAS DE, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO. EXAMES HEMOGRAMA E PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, E RADIOGRÁFICO.
 
 PROCEDIMENTOS DE URGÊNCIA E EMERGÊNCIA PROVENIENTES DE ATROPELAMENTOS E ACIDENTES EM GERAL. INCLUSO NO SERVIÇO: INTERNAMENTO DE 24 HORAS DE, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO. EXAMES HEMOGRAMA E PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, E RADIOGRÁFICO.
 
 TRANSPORTE DO PACIENTE ORTOPÉDICOS, DO LOCAL DE ORIGEM ATÉ A CLÍNICA/HOSPITAL VETERINÁRIO.
 
 EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO ORTOPÉDICOS, ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 CIRURGIA ORTOPÉDICA DE OSTEOSSÍNTESE COM APLICAÇÃO DE FIXADOR EXTERNO EM CÃES E GATOS. INCLUSO NO SERVIÇO: INTERNAMENTO DE 24 HORAS DE, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO. EXAMES HEMOGRAMA E PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, E RADIOGRÁFICO.
 
 CONSULTA / ATENDIMENTO VETERINÁRIO PARA CÃES OU GATOS ORTOPÉDICOS, - NORMAL.
 
 CONSULTA / ATENDIMENTO VETERINÁRIO PARA CÃES OU GATOS ORTOPÉDICOS - PLANTÃO.
 
 CIRURGIA ONCOLÓGICA DE MASTECTOMIA UNILATERAL OU BILATERAL, INCLUSO NO SERVIÇO: INCLUINDO A REALIZAÇÃO DE BIÓPSIA COM LAUDO. INTERNAMENTO DE 24 HORAS DE, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO. EXAMES HEMOGRAMA E PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, E RADIOGRÁFICO.
 
 PROCEDIMENTO CIRURGICO PARA ESTABILIZAÇÃO DE COLUNA VERTEBRAL CERVICAL, TORÁCICA OU LOMBAR DE CÃES E GATOS. INCLUSO NO SERVIÇO: INTERNAMENTO DE 24 HORAS DE, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO. EXAMES HEMOGRAMA E PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, E RADIOGRÁFICO.
 
 PROCEDIMENTO CIRURGICO DE AMPUTAÇÃO DE MEMBRO TORÁCICO EM CÃES E GATOS. INCLUSO NO SERVIÇO: INTERNAMENTO DE 24 HORAS DE, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO. EXAMES HEMOGRAMA E PERFIL BIOQUÍMICO ALT, AST, FA, UREIA, CREATINA, GGT, E RADIOGRÁFICO.
 
 PROCEDIMENTO DE INTERNAMENTO ORTOPÉDICOS, 24 HORAS DE CÃES E GATOS, COM NO MÍNIMO 3 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTI-BIOÓTICO.
 
 EXAME DE ULTRASSONOGRAFIA ABDOMINAL ORTOPÉDICOS, - ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 PROCEDIMENTO DE EUTANÁSIA - PROCEDIMENTOS ORTOPÉDICOS - EM CÃES E GATOS COM LAUDO E TERMO JUSTIFICATIVO DO MÉDICO VETERINÁRIO ENTRE 5-15 KG.
 
 EXAMES LABORATORIAIS DE HEMOGRAMA E BIOQUÍMICO GERAL, ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 PROCEDIMENTO DE INTERNAMENTO GERAL 24 HORAS DE CÃES E GATOS, COM NO MÍNIMO 2 APLICAÇÕES DE MEDICAÇÕES BÁSICAS COMO ANTI-INFLAMATÓRIO, ANALGÉSICO E ANTIBIÓTICO.
 
 CONSULTA / ATENDIMENTO VETERINÁRIO PARA CÃES OU GATOS GERAL - PLANTÃO.
 
 CONSULTA / ATENDIMENTO VETERINÁRIO PARA CÃES OU GATOS GERAL - NORMAL.
 
 PROCEDIMENTO DE EUTANÁSIA GERAL - INTERNAMENTO E ATENDIMENTO - EM CÃES E GATOS COM LAUDO E TERMO JUSTIFICATIVO DO MÉDICO VETERINÁRIO ENTRE 5-15 KG.
 
 EXAME DE ULTRASSONOGRAFIA ABDOMINAL ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO.
 
 EXAME RADIOGRAFICO COM 2 OU MAIS PROJEÇÕES ACOMPANHADO DE LAUDO MÉDICO VETERINÁRIO."

134543842,18479538,SM/4/2025,,,Porto Alegre,RS,"* Chamada Pública *  Chamamento Público para ELABORAÇÃO DE ESTUDOS, DIAGNÓSTICOS, DESENHOS DE SOLUÇÕES INTEGRADAS E PROJETO DE LOGÍSTICA HOSPITALAR COMPREENDENDO GESTÃ O, OPERAÇÃO TÉCNICA E LOGÍSTICA DE ARMAZENAMENTO E DISTRIBUIÇÃO DE INSUMOS HOSPITALARES, COM UNITARIZAÇÃO DE MATERIAIS MÉDICOS E MEDICAMENTOS, INFRAESTRUTURA DE ARMAZENAMENTO, INFORMÁTICA, AUTOMAÇÃO, SOFTWARE DE GESTÃO LOGÍSTICA WMS - COM INTEGRAÇÃO COM SISTEMAS ATUAIS DO GHC - MÃO DE OBRA TÉCNICA E OPERACIONAL, INSUMOS, EQUIPAMENTOS DE MOVIMENTAÇÃO E VEÍCULO S DE TRANSPORTE E TODOS OS RECURSOS QUE SE FAÇAM NECESSÁRIOS PARA A OPERAÇÃO LOGÍSTICA HOSPITALAR COMPLETA NO GRUPO HOSPITALAR CONCEIÇÃO EM PORTO ALEGRE - RS.   "

134543842,18479802,SM/5/2024,,,Correia Pinto,SC,"Credenciamento para contratação de Pessoas Jurídicas Prestadoras de Serviços Médicos Plantonistas e Pequenas Cirurgias, a fim de atender à demanda dos usuários do Sistema Único de Saúde no município de Correia Pinto/SC, especificamente no Hospital Municipal Faustino Riscarolli, conforme quantidade e serviços especificados no anexo I deste edital e seus anexos - Processo Inexigibilidade de Licitação Sistema Interno e-CIGA nº 05/2024 - FHMCP. "

134543842,18478939,PE/90108/2025,,"R$ 1.129.119,96",Jaguariúna,SP,"* Licitação Eletrônica * Contratação de empresa especializada para a implantação, licenciamento e disponibilização de sistema informatizado destinado ao gerenciamento do agendamento de consultas médicas e exames da Secretaria Municipal de Saúde, incluindo o fornecimento de mão de obra e equipamentos a título de comodato, necessários à operacionalização da central humanizada de atendimento - AMPLA PARTICIPAÇÃO 1 - Treinamento Informática - Sistema / Software
 
 "

134543842,18416909,PE/25/2025,,"R$ 326.988,84",Americano do Brasil,GO,"* Licitação eletrônica * Contratação de empresa especializada em serviços de manutenção preventiva, corretiva e calibração de equipamentos médicos hospitalares com a emissão de Laudos e Certificação do INMETRO. elaboração de PGES Plano de Gerenciamento de Equipamentos de Saúde, para atender as necessidades do Fundo Municipal de Saúde.  "

134543842,18398650,PE/90042/2025,,"R$ 309.885,00",Belo Horizonte,MG,"* Licitação Eletrônica * Locação de equipamento médico de ultrassonografia com a inclusão de instalação, manutenção remota e presencial e treinamentos operacionais de 01 aparelho de ultrassom, para unidade do Sesc em Minas em Belo Horizonte, destinado a atender os procedimentos de diagnóstico por imagem. 1 - Locação de Equipamento de Laboratório
 
 "

134543842,18366453,SM/193/2025,,"R$ 918.720,00",Catanduva,SP,"CREDENCIAMENTO DE PESSOAS JURÍDICAS PARA PRESTAÇÃO DE SERVIÇOS PROFISSIONAIS DE MÉDICO CLÍNICO GERAL PARA EMAD EQUIPE MULTIPROFISSIONAL DE ATENÇÃO DOMICILIAR DE FORMA EVENTUAL E COMPLEMENTAR JUNTO AO MUNICÍPIO DE NOVO HORIZONTE - SP 1 - MEDICO CLINICO GERAL
 
 "

134543842,18443424,PE/125/2025,,,Tremembé,SP,"* Licitação Eletrônica * REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS MÉDICOS NA ÁREA DE OFTALMOLOGIA ESPECIFICAMENTE PARA A REALIZAÇÃO DE CONSULTA E CIRURGIAS CORRETIVAS DE CATARATA COM REALIZAÇÃO DOS EXAMES DE PRÉ OPERATÓRIO. * https://sistema.novobbmnet.com.br * 1 -- SERVIÇO - CONSULTA OFTALMOLÓGICA AMBULATORIAL
 
 2 -- SERVICO - MEDICO HOSPITALARES.
 
 "

134543842,18054816,PE/56/2025,,,Alvorada,RS,"* Licitação Eletrônica * contratação de empresa especializada na prestação de serviços de enfermeiros e técnicos de  enfermagem em unidade não hospitalar de atendimento às urgências e emergências.  ENFERMEIRO DE URGÊNCIA E EMERGÊNCIA
 
 TÉCNICO DE ENFERMAGEM DE URGÊNCIA E EMERGÊNCIA
 
 MÉDICO DE URGÊNCIA E EMERGÊNCIA
 
 "

134543842,18427650,PE/90096/2025,,"R$ 8.327.666,32",Três Rios,RJ,"* Registro de preços * * Licitação Eletrônica * Registro de preços para contratação de serviços de exames especializados de imagem em cardiologia, urologia, ginecologia, neurologia além de cintilografias e ultrassonografias para apoio diagnóstico por procedimentos visando atender às demandas emergenciais da Coordenação de Regulação do Município de Três Rios. 1 - Diagnose e Terapia - Ressonância Magnética
 
 2 - Diagnose e terapia - tomografia computadorizada
 
 3 - Cardiologia - Ecocardiograma Bidimensional com Doppler
 
 4 - Cardiologia - ecodoppler de esforço ou stress farmacológico
 
 5 - Polissonografia
 
 6 - Ato de coleta de punção aspirativa por agulha fina, de estruturas cutâneas
 
 7 - Radiodiagnóstico - Biópsia Percutânea Orientada por Ct Us ou Rx
 
 8 - Exame Anatomo Patológico por Órgão - Bíopsia ou Bíopsia Aspirativa
 
 9 - Urologia - diagnose
 
 10 - Uretrocistografia miccional
 
 11 - Peça Equipamento Médico
 
 12 - Cistoscopia
 
 13 - Exame Ultra - Sonográfico
 
 14 - Cintilografia
 
 15 - Cintilografia
 
 16 - Cintilografia
 
 17 - Cintilografia
 
 18 - Cintilografia
 
 19 - Cintilografia
 
 20 - Cintilografia
 
 21 - Cintilografia
 
 22 - Diagnose e terapia - tomografia computadorizada
 
 23 - Diagnose e terapia - tomografia computadorizada
 
 24 - Diagnose e terapia - tomografia computadorizada
 
 25 - Diagnose e terapia - tomografia computadorizada
 
 26 - Diagnose e terapia - tomografia computadorizada
 
 27 - Diagnose e terapia - tomografia computadorizada
 
 28 - Diagnose e Terapia - Ressonância Magnética
 
 29 - Diagnose e Terapia - Ressonância Magnética
 
 "

134543842,18433734,SM/3/2025,,,Itamarati,AM,"Credenciamento de pessoas jurídicas especializadas em serviço médico hospitalar especializado em cirurgias de ginecologia e outras cirurgias - média complexidade, conforme termo de referência. "

134569852,18392537,SM/12852/2025,,,Ilhéus,BA,"Processo de seleção modalidade sem disputa, para realização de exames de apoio ao diagnóstico, com emissão de resultado, por demanda, para a cidade de Tancredo Neves/Ba, conforme especificações detalhadas no termo de referência em anexo. * https://compras.fieb.org.br * 1 - CONSULTA OCUPACIONAL COM EMISSÃO DE ATESTADO DE SAUDE OCUPACIONAL - ASO
 2 - ELETROCARDIOGRAMA - ECG, COM EMISSÃO DE LAUDO
 3 - ESPIROMETRIA SIMPLES CAPACIDADE VITAL FORÇADA
 4 - RAIO X DE COLUNA LOMBO SACRA
 5 - RAIO X TÓRAX OIT
 6 - RAIO X TÓRAX EM PA
 7 - GLICEMIA GLICOSE
 8 - CARBOXIHEMOGLOBINA
 9 - ACETILCOLINESTERASE ERITROCITÁRIA
 10 - HEMOGRAMA COMPLETO
 11 - ACETILCOLINESTERASE PLASMÁTICA
 "

134569852,18479856,DL/52/2025,,,Bayeux,PB,"CONTRATAÇÃO EMERGÊNCIAL DE EMPRESA ESPECIALIZADA EM GERENCIAMENTO, ENGENHARIA CLÍNICA NA MODALIDADE RESIDENTE PARA PRESTAÇÃO DOS SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA EM EQUIPAMENTOS MÉDICOS HOSPITALARES EMH COM REPOSIÇÃO DE PEÇAS, INSTALADOS NO HOSPITAL E MATERNIDADE JOÃO MARSICANO, UBS, SAÚDE BUCAL, POLICLÍNICA, UPA, PERTENCENTES À SECRETARIA MUNICIPAL DE SAÚDE DE BAYEUX-PB. "

134569852,18482179,SM/41/2025,,,Assis Chateaubriand,PR,"EDITAL DA INEXIGIBILIDADE 041/2025  - CONTRATÇÃO DE SERVÇOS DE CONSULTAS MÉDICAS NA ESPECIALIDADE DE CLÍNICA GERAL, POR CREDENCIAMENTO DE PESSOAS JURÍDICAS PROCEDIMENTO AUXILIAR DO ART. 79 C/C ART. 74, IV, DA LEI Nº 14.133/2021, SOB CONDIÇÕES UNIFORMES, COM CONVOCAÇÃO POR ORDEM DE SERVIÇO OS, SEM EXCLUSIVIDADE E COM CONTRATAÇÃO PARALELA E NÃO EXCLUDENTE, A SEREM EXECUTADOS NAS UNIDADES DE SAÚDE DO MUNICÍPIO DE ASSIS CHATEAUBRIAND/PR., COM PAGAMENTO POR PRODUÇÃO VALIDADA  "

134569852,18471840,COMPRAS ELETRÔNICAS,,,Rio de Janeiro,RJ,"Ambulância de suporte AMBULÂNCIA UTI TIPO D - 1 Ambulância de Suporte Médico Avançado - UTI Móvel , para atendimentos de emergência, na Região Norte Fluminense do Estado do Rio de Janeiro a corrida s https://egov.paradigmabs.com.br/SESCRJ/portal/Mural.aspx?nNmTela=E SERVICO DE ATENDIMENTO MEDICO - AMBULANCIA UTI MOVEL
 "

134569852,18481008,DL/5/2025,,"R$ 3.075,92",Iporã do Oeste,SC,"* Licitação Eletrônica * CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE SEGURANÇA E MEDICINA DO TRABALHO, PARA ELABORAR E GERENCIAR OS PROGRAMAS E LAUDOS OBRIGATÓRIOS, REALIZAR OS EXAMES MÉDICOS OCUPACIONAIS E EFETUAR O ENVIO DOS EVENTOS AO ESOCIAL, CONFORME AS NORMAS REGULAMENTADORAS E A LEGISLAÇÃO VIGENTE, PARA ATENDER ÀS NECESSIDADES DA CÂMARA MUNICIPAL DE VEREADORES DE IPORÃ DO OESTE/SC, CONFORME ANEXO I, TERMO DE REFERÊNCIA DO EDITAL. * https://bllcompras.com * GESTÃO DE LAUDOS E PROGRAMAS DE SAÚDE E SEGURANÇA DO TRABALHO, INCLUINDO O ENVIO DE EVENTOS AO E-SOCIAL
 
 EXAME MÉDICO OCUPACIONAL, INCLUINDO O ENVIO DE EVENTOS AO ESOCIAL ITEM SOB DEMANDA"

134569852,18481363,DL/20/2025,,,Abdon Batista,SC,"Contratação de empresa especializada na prestação de serviços relacionados à prestação de serviços de Consultoria em Segurança do Trabalho e Meio Ambiente, elaboração de laudos e outros serviços correlatos da Câmara Municipal de Abdon Batista. - TCAT - LAUDO TÉCNICO DAS CONDIÇÕES AMBIENTAIS DE
 TRABALHO - manter atualizado conforme legislação vigente, com reflexos de
 insalubridade e periculosidade;
 
 - PGRO- PROGRAMA DE GERENCIAMENTO DE RISCOS DO TRABALHO
 RURAL - manter atualizado conforme legislação vigente;
 
 - PPP- PERFIL PROFISSIOGRÁFICO PREVIDÊNCIARIO - elaborar e manter
 atualizado;
 
 - eSocial - gerar e enviar mensalmente os eventos eSocial ao Governo Federal;
 
 - PCMSO - PROGRAMA DE CONTROLE MÉDICO DA SAUDE OCUPACIONAL
 - manter atualizado de acordo com a NR7;
 
 - EXAMES MÉDICOS OCUPACIONAIS."

134569852,18481956,DL/SN,,,Indiaroba,SE,"Intenção de contratação de empresa especializada em manutenção de equipamentos médicos e hospitalar, para realizar as manutenções nos equipamentos nas unidades básicas de saúde neste município. "

134569852,18481487,SM/40/2025,,,Capim Grosso,BA,"Credenciamento de pessoas jurídicas para prestação de serviços médicos em diversas especialidades, bem como outros serviços na área da saúde, visando atender às demandas assistenciais da rede municipal de atenção à saúde e Unidade de Pronto Atendimento UPA 24h do Município de Capim Grosso - Bahia. "

134569852,18474887,SM/2/2025,,,Baturité,CE,"* Chamada Pública *  credenciamento de pessoas físicas e jurídicas, visando a prestação de serviços médicos complementares em saúde pública e realização de atendimentos médicos, para suprir a demanda de atendimento aos usuários do sistema único de saúde SUS dos municípios consorciados e garantir a manutenção dos serviços essenciais de saúde junto ao Consórcio Público de Saúde do Maciço de Baturité - CPSMB.   "

134569852,18472011,SM/6/2025,,,Iaciara,GO,"Credenciamento de clínicas especializadas em exames de imagens, clínicos e consultas em unidade móvel para prevenção da saúde do homem e da mulher. "
